2025/06/03;10:35:07;12.024
2025/06/03;11:02:03;12.072
2025/06/04;11:55:11;11.528
2025/06/04;11:02:30;11.596
2025/06/04;14:02:03;11.440
2025/06/04;13:02:03;11.532
2025/06/04;14:02:03;11.376
2025/06/12;08:43:23;12.236
2025/06/12;09:02:02;12.048
2025/06/12;10:02:03;11.948
2025/06/12;10:09:08;12.084
2025/06/12;12:02:03;12.012
2025/06/12;14:02:03;12.004
2025/06/12;16:02:03;11.964
2025/06/12;18:02:03;12.112
2025/06/12;20:02:10;11.944
2025/06/12;22:02:03;12.008
2025/06/13;00:02:02;12.004
2025/06/13;02:02:03;11.972
2025/06/13;04:02:03;11.940
2025/06/13;06:02:03;11.940
2025/06/13;08:02:02;11.816
2025/06/13;10:02:03;12.104
2025/06/13;12:02:03;11.944
2025/06/13;14:02:03;11.924
2025/06/13;16:02:03;11.888
2025/06/13;18:02:03;11.956
2025/06/13;20:02:03;11.780
2025/06/13;22:02:02;11.852
2025/06/14;00:02:03;11.836
2025/06/14;02:02:03;11.812
2025/06/14;04:02:02;11.800
2025/06/14;06:02:03;11.804
2025/06/14;08:02:03;11.664
2025/06/14;10:02:03;11.996
2025/06/14;12:02:03;11.844
2025/06/14;14:02:03;11.848
2025/06/14;16:02:03;11.800
2025/06/14;18:02:03;11.836
2025/06/14;20:02:03;11.660
2025/06/14;22:02:02;11.756
2025/06/15;00:02:03;11.712
2025/06/15;02:02:03;11.688
2025/06/15;04:02:03;11.660
2025/06/15;06:02:03;11.656
2025/06/15;08:02:03;11.552
2025/06/15;10:02:03;11.704
2025/06/15;12:02:03;11.612
2025/06/15;14:02:02;11.580
2025/06/15;16:02:03;11.548
2025/06/15;18:02:03;11.688
2025/06/15;20:02:03;11.456
2025/06/15;22:02:03;11.580
2025/06/16;00:02:03;11.544
2025/06/16;02:02:03;11.512
2025/06/16;04:02:03;11.492
2025/06/16;06:02:03;11.488
2025/06/16;08:02:03;11.336
2025/06/26;10:02:03;12.420
2025/06/26;12:02:03;12.248
2025/06/26;14:02:03;12.224
2025/06/26;16:02:03;12.200
2025/06/26;18:02:03;12.328
2025/06/26;20:02:03;12.128
2025/06/26;22:02:03;12.240
2025/06/27;00:02:03;12.232
2025/06/27;02:02:03;12.208
2025/06/27;04:02:03;12.168
2025/06/27;06:02:03;12.172
2025/06/27;08:02:03;12.028
2025/06/27;10:02:03;12.388
2025/06/27;12:02:03;12.188
2025/06/27;14:02:03;12.160
2025/06/27;16:02:03;12.120
2025/06/27;18:02:03;12.240
2025/06/27;20:02:03;12.064
2025/06/27;22:02:03;12.148
2025/06/28;00:02:02;12.124
2025/06/28;02:02:03;12.104
2025/06/28;04:02:03;12.076
2025/06/28;06:02:03;12.072
2025/06/28;08:02:03;11.912
2025/06/28;10:02:03;12.276
2025/06/28;12:02:03;12.072
2025/06/28;14:02:03;12.052
2025/06/28;16:02:03;12.012
2025/06/28;18:02:03;12.108
2025/06/28;20:02:15;11.956
2025/06/28;22:02:03;12.020
2025/06/29;00:02:03;12.016
2025/06/29;02:02:03;11.992
2025/06/29;04:02:03;11.956
2025/06/29;06:02:03;11.948
2025/06/29;08:02:03;11.816
2025/06/29;10:02:03;12.156
2025/06/29;12:02:03;11.984
2025/06/29;14:02:03;11.904
2025/06/29;16:02:03;11.836
2025/06/29;18:02:03;11.964
2025/06/29;20:02:03;11.768
2025/06/29;22:02:03;11.880
2025/06/30;00:02:03;11.868
